"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"6469","TLM028","COEI",1900-06-04,"TLM",4,74.3,52.1,NA,NA,NA,NA,NA,"2000"
"6470","TLM028","COEI",1900-06-04,"TLM",3,72.8,52.3,NA,NA,NA,NA,NA,"2000"
"6471","TLM028","COEI",1900-06-04,"TLM",5,74.5,50.2,NA,NA,NA,NA,NA,"2000"
"6472","TLM028","COEI",1900-06-04,"TLM",1,78.2,52.5,NA,NA,NA,NA,NA,"2000"
"6473","TLM028","COEI",1900-06-04,"TLM",2,75.6,51.8,NA,NA,NA,NA,NA,"2000"
"6474","TLM029","COEI",1900-06-04,"TLM",5,71.7,50.8,NA,NA,NA,NA,NA,"2000"
"6475","TLM029","COEI",1900-06-04,"TLM",1,73.3,50.2,NA,NA,NA,NA,NA,"2000"
"6476","TLM029","COEI",1900-06-04,"TLM",3,70,51.7,NA,NA,NA,NA,NA,"2000"
"6477","TLM029","COEI",1900-06-04,"TLM",2,72.8,49.5,NA,NA,NA,NA,NA,"2000"
"6478","TLM029","COEI",1900-06-04,"TLM",4,73.9,48.9,NA,NA,NA,NA,NA,"2000"
"6479","TLM033","COEI",1900-06-04,"TLM",1,68,51.1,NA,NA,NA,NA,NA,"2000"
"6480","TLM033","COEI",1900-06-04,"TLM",5,70.2,49.2,NA,NA,NA,NA,NA,"2000"
"6481","TLM033","COEI",1900-06-04,"TLM",4,72.7,51.1,NA,NA,NA,NA,NA,"2000"
"6482","TLM033","COEI",1900-06-04,"TLM",3,72.7,50.3,NA,NA,NA,NA,NA,"2000"
"6483","TLM033","COEI",1900-06-04,"TLM",2,70.6,51,NA,NA,NA,NA,NA,"2000"
"6484","TLM036","COEI",1900-06-05,"TLM",2,78.1,48.3,NA,NA,NA,NA,NA,"2000"
"6485","TLM036","COEI",1900-06-05,"TLM",1,78.4,48.4,NA,NA,NA,NA,NA,"2000"
"6486","TLM036","COEI",1900-06-05,"TLM",3,72.2,49.4,NA,NA,NA,NA,NA,"2000"
"6487","TLM036","COEI",1900-06-05,"TLM",6,71.9,48.7,NA,NA,NA,NA,NA,"2000"
"6488","TLM036","COEI",1900-06-05,"TLM",5,71.6,47.3,NA,NA,NA,NA,NA,"2000"
"6489","TLM036","COEI",1900-06-05,"TLM",4,77.3,49.3,NA,NA,NA,NA,NA,"2000"
"6490","TLM038","COEI",1900-06-05,"TLM",4,74.8,51.3,NA,NA,NA,NA,NA,"2000"
"6491","TLM038","COEI",1900-06-05,"TLM",5,69.1,50.4,NA,NA,NA,NA,NA,"2000"
"6492","TLM038","COEI",1900-06-05,"TLM",3,75,50.2,NA,NA,NA,NA,NA,"2000"
"6493","TLM038","COEI",1900-06-05,"TLM",2,73.2,51.6,NA,NA,NA,NA,NA,"2000"
"6494","TLM038","COEI",1900-06-05,"TLM",6,70.5,50.5,NA,NA,NA,NA,NA,"2000"
"6495","TLM038","COEI",1900-06-05,"TLM",1,74,51.8,NA,NA,NA,NA,NA,"2000"
"6496","TLM039","COEI",1900-06-05,"TLM",1,72.9,50.2,NA,NA,NA,NA,NA,"2000"
"6497","TLM039","COEI",1900-06-05,"TLM",2,72.5,49.6,NA,NA,NA,NA,NA,"2000"
"6498","TLM039","COEI",1900-06-05,"TLM",3,70.8,49.9,NA,NA,NA,NA,NA,"2000"
"6499","TLM039","COEI",1900-06-15,"MLS",4,72.4,49.9,NA,NA,NA,NA,NA,"2000"
"6500","TLM039","COEI",1900-06-15,"MLS",5,71.2,49.1,NA,NA,NA,NA,NA,"2000"
"6501","TLM039","COEI",1900-06-15,"MLS",6,68.1,48.7,NA,NA,NA,NA,NA,"2000"
"6502","TLM040","COEI",1900-06-05,"TLM",2,74.6,50,NA,NA,NA,NA,NA,"2000"
"6503","TLM040","COEI",1900-06-05,"TLM",3,73.3,49.5,NA,NA,NA,NA,NA,"2000"
"6504","TLM040","COEI",1900-06-05,"TLM",4,73.3,50,NA,NA,NA,NA,NA,"2000"
"6505","TLM040","COEI",1900-06-05,"TLM",1,76.3,50.2,NA,NA,NA,NA,NA,"2000"
"6506","TLM040","COEI",1900-06-05,"TLM",5,74.2,49.3,NA,NA,NA,NA,NA,"2000"
"6507","TLM040","COEI",1900-06-15,"MLS",6,68.4,46.5,NA,NA,NA,NA,NA,"2000"
"6508","TLM042","COEI",1900-06-06,"TLM",2,73.4,49.2,NA,NA,NA,NA,NA,"2000"
"6509","TLM042","COEI",1900-06-06,"TLM",3,73.9,50,NA,NA,NA,NA,NA,"2000"
"6510","TLM042","COEI",1900-06-06,"TLM",1,73.6,49,NA,NA,NA,NA,NA,"2000"
"6511","TLM042","COEI",1900-06-06,"TLM",5,73.8,50,NA,NA,NA,NA,NA,"2000"
"6512","TLM042","COEI",1900-06-06,"TLM",6,72.6,49,NA,NA,NA,NA,NA,"2000"
"6513","TLM042","COEI",1900-06-06,"TLM",4,75,50.1,NA,NA,NA,NA,NA,"2000"
"6514","TLM044","COEI",1900-06-06,"TLM",1,84.1,51.8,NA,NA,NA,NA,NA,"2000"
"6515","TLM044","COEI",1900-06-06,"TLM",2,81.5,52.5,NA,NA,NA,NA,NA,"2000"
"6516","TLM044","COEI",1900-06-06,"TLM",3,79.2,52.9,NA,NA,NA,NA,NA,"2000"
"6517","TLM044","COEI",1900-06-06,"TLM",4,79.5,53,NA,NA,NA,NA,NA,"2000"
"6518","TLM044","COEI",1900-06-06,"TLM",5,75.7,52.5,NA,NA,NA,NA,NA,"2000"
"6519","TLM044","COEI",1900-06-16,"BG",6,73.5,50.8,NA,NA,NA,NA,NA,"2000"
"6520","TLM054","COEI",1900-06-07,"TLM",2,80.6,51.7,NA,NA,NA,NA,NA,"2000"
"6521","TLM054","COEI",1900-06-07,"TLM",3,75.3,53,NA,NA,NA,NA,NA,"2000"
"6522","TLM054","COEI",1900-06-07,"TLM",5,77.4,50.8,NA,NA,NA,NA,NA,"2000"
"6523","TLM054","COEI",1900-06-07,"TLM",4,75.8,52,NA,NA,NA,NA,NA,"2000"
"6524","TLM054","COEI",1900-06-07,"TLM",3,75.3,53.1,NA,NA,NA,NA,NA,"2000"
"6525","TLM054","COEI",1900-06-07,"TLM",1,74.6,52.8,NA,NA,NA,NA,NA,"2000"
"6526","TLM057","COEI",1900-06-07,"TLM",6,76.4,50,NA,NA,NA,NA,NA,"2000"
"6527","TLM057","COEI",1900-06-07,"TLM",5,75.7,51.6,NA,NA,NA,NA,NA,"2000"
"6528","TLM057","COEI",1900-06-07,"TLM",4,77.8,51.6,NA,NA,NA,NA,NA,"2000"
"6529","TLM057","COEI",1900-06-07,"TLM",3,77.6,51.6,NA,NA,NA,NA,NA,"2000"
"6530","TLM057","COEI",1900-06-07,"TLM",2,77.6,50.1,NA,NA,NA,NA,NA,"2000"
"6531","TLM057","COEI",1900-06-07,"TLM",1,73.3,50.1,NA,NA,NA,NA,NA,"2000"
"6532","TLM057","COEI",1900-06-07,"TLM",7,71.8,48.9,NA,NA,NA,NA,NA,"2000"
"6533","TLM058","COEI",1900-06-07,"TLM",5,72.2,50.2,NA,NA,NA,NA,NA,"2000"
"6534","TLM058","COEI",1900-06-07,"TLM",4,75.5,51.4,NA,NA,NA,NA,NA,"2000"
"6535","TLM058","COEI",1900-06-07,"TLM",3,70.6,49.6,NA,NA,NA,NA,NA,"2000"
"6536","TLM058","COEI",1900-06-07,"TLM",2,76.2,52,NA,NA,NA,NA,NA,"2000"
"6537","TLM058","COEI",1900-06-07,"TLM",1,74.9,50.1,NA,NA,NA,NA,NA,"2000"
"6538","TLM059","COEI",1900-06-07,"TLM",5,73.7,49.1,NA,NA,NA,NA,NA,"2000"
"6539","TLM059","COEI",1900-06-07,"TLM",4,75.4,49.1,NA,NA,NA,NA,NA,"2000"
"6540","TLM059","COEI",1900-06-07,"TLM",3,75.2,49.5,NA,NA,NA,NA,NA,"2000"
"6541","TLM059","COEI",1900-06-07,"TLM",2,77.1,48.6,NA,NA,NA,NA,NA,"2000"
"6542","TLM059","COEI",1900-06-07,"TLM",1,76.9,48.1,NA,NA,NA,NA,NA,"2000"
"6543","TLM059","COEI",1900-06-07,"TLM",6,79.5,48.1,NA,NA,NA,NA,NA,"2000"
"6544","TLM060","COEI",1900-06-07,"TLM",4,72,51.2,NA,NA,NA,NA,NA,"2000"
"6545","TLM060","COEI",1900-06-07,"TLM",NA,72,51.2,NA,NA,NA,NA,NA,"2000"
"6546","TLM060","COEI",1900-06-07,"TLM",3,74.9,51.4,NA,NA,NA,NA,NA,"2000"
"6547","TLM060","COEI",1900-06-07,"TLM",2,73.9,51.4,NA,NA,NA,NA,NA,"2000"
"6548","TLM060","COEI",1900-06-07,"TLM",1,75.6,49.4,NA,NA,NA,NA,NA,"2000"
"6549","TLM060","COEI",1900-06-07,"TLM",5,70.6,50.6,NA,NA,NA,NA,NA,"2000"
"6550","TLM061","COEI",1900-06-07,"TLM",2,74.6,51.7,NA,NA,NA,NA,NA,"2000"
"6551","TLM061","COEI",1900-06-07,"TLM",6,72.8,48.8,NA,NA,NA,NA,NA,"2000"
"6552","TLM061","COEI",1900-06-07,"TLM",5,73.3,49.6,NA,NA,NA,NA,NA,"2000"
"6553","TLM061","COEI",1900-06-07,"TLM",4,73.8,51.7,NA,NA,NA,NA,NA,"2000"
"6554","TLM061","COEI",1900-06-07,"TLM",3,71.3,50.6,NA,NA,NA,NA,NA,"2000"
"6555","TLM061","COEI",1900-06-07,"TLM",1,72.4,52.2,NA,NA,NA,NA,NA,"2000"
"6556","TLM062","COEI",1900-06-07,"TLM",1,73.1,52.3,NA,NA,NA,NA,NA,"2000"
"6557","TLM062","COEI",1900-06-07,"TLM",2,76.7,51.7,NA,NA,NA,NA,NA,"2000"
"6558","TLM062","COEI",1900-06-07,"TLM",3,73.6,51.1,NA,NA,NA,NA,NA,"2000"
"6559","TLM062","COEI",1900-06-07,"TLM",4,73.5,51,NA,NA,NA,NA,NA,"2000"
"6560","TLM062","COEI",1900-06-07,"TLM",5,71.6,51.8,NA,NA,NA,NA,NA,"2000"
"6561","TLM063","COEI",1900-06-07,"TLM",1,78.4,48.3,NA,NA,NA,NA,NA,"2000"
"6562","TLM063","COEI",1900-06-07,"TLM",2,81.5,48.2,NA,NA,NA,NA,NA,"2000"
"6563","TLM063","COEI",1900-06-07,"TLM",3,76.1,49.9,NA,NA,NA,NA,NA,"2000"
"6564","TLM063","COEI",1900-06-07,"TLM",4,73.8,49.7,NA,NA,NA,NA,NA,"2000"
"6565","TLM063","COEI",1900-06-07,"TLM",5,73.2,48.1,NA,NA,NA,NA,NA,"2000"
"6566","TLM064","COEI",1900-06-07,"TLM",2,73.1,50.1,NA,NA,NA,NA,NA,"2000"
"6567","TLM064","COEI",1900-06-07,"TLM",6,70.7,50.5,NA,NA,NA,NA,NA,"2000"
"6568","TLM064","COEI",1900-06-07,"TLM",5,73.6,50.6,NA,NA,NA,NA,NA,"2000"
"6569","TLM064","COEI",1900-06-07,"TLM",4,71,52.5,NA,NA,NA,NA,NA,"2000"
"6570","TLM064","COEI",1900-06-07,"TLM",3,75.4,51.5,NA,NA,NA,NA,NA,"2000"
"6571","TLM064","COEI",1900-06-07,"TLM",1,73.6,49.9,NA,NA,NA,NA,NA,"2000"
"6572","TLM066","COEI",1900-06-07,"TLM",NA,0,0,NA,NA,NA,NA,NA,"2000"
"6573","TLM066","COEI",1900-06-07,"TLM",4,69,51.3,NA,NA,NA,NA,NA,"2000"
"6574","TLM066","COEI",1900-06-07,"TLM",3,76.3,50.6,NA,NA,NA,NA,NA,"2000"
"6575","TLM066","COEI",1900-06-07,"TLM",1,75.2,52.2,NA,NA,NA,NA,NA,"2000"
"6576","TLM066","COEI",1900-06-07,"TLM",2,72.3,51.2,NA,NA,NA,NA,NA,"2000"
"6577","TLM067","COEI",1900-06-07,"TLM",3,74.8,49.6,NA,NA,NA,NA,NA,"2000"
"6578","TLM067","COEI",1900-06-07,"TLM",2,76.1,49.7,NA,NA,NA,NA,NA,"2000"
"6579","TLM067","COEI",1900-06-07,"TLM",1,77.3,49.4,NA,NA,NA,NA,NA,"2000"
"6580","TLM067","COEI",1900-06-17,"BG",4,75.5,50.1,NA,NA,NA,NA,NA,"2000"
"6581","TLM069","COEI",1900-06-07,"TLM",1,72.8,49.6,NA,NA,NA,NA,NA,"2000"
"6582","TLM069","COEI",1900-06-07,"TLM",2,72.5,48.2,NA,NA,NA,NA,NA,"2000"
"6583","TLM069","COEI",1900-06-07,"TLM",3,69.4,47.5,NA,NA,NA,NA,NA,"2000"
"6584","TLM069","COEI",1900-06-07,"TLM",4,71.1,47.9,NA,NA,NA,NA,NA,"2000"
"6585","TLM072","COEI",1900-06-09,"TLM",5,73.7,49.5,NA,NA,NA,NA,NA,"2000"
"6586","TLM072","COEI",1900-06-09,"TLM",3,76.5,50.2,NA,NA,NA,NA,NA,"2000"
"6587","TLM072","COEI",1900-06-09,"TLM",2,76.5,51.4,NA,NA,NA,NA,NA,"2000"
"6588","TLM072","COEI",1900-06-09,"TLM",1,77.3,41,NA,NA,NA,NA,NA,"2000"
"6589","TLM072","COEI",1900-06-09,"TLM",4,74.4,50.7,NA,NA,NA,NA,NA,"2000"
"6590","TLM075","COEI",1900-06-09,"TLM",5,73.2,52.1,NA,NA,NA,NA,NA,"2000"
"6591","TLM075","COEI",1900-06-09,"TLM",6,74.5,51.8,NA,NA,NA,NA,NA,"2000"
"6592","TLM075","COEI",1900-06-09,"TLM",4,75.2,51.9,NA,NA,NA,NA,NA,"2000"
"6593","TLM075","COEI",1900-06-09,"TLM",3,75.2,51.2,NA,NA,NA,NA,NA,"2000"
"6594","TLM075","COEI",1900-06-09,"TLM",2,75.1,51.2,NA,NA,NA,NA,NA,"2000"
"6595","TLM075","COEI",1900-06-09,"TLM",1,75.1,52,NA,NA,NA,NA,NA,"2000"
"6596","TLM077","COEI",1900-06-09,"TLM",1,76.6,52.5,NA,NA,NA,NA,NA,"2000"
"6597","TLM077","COEI",1900-06-09,"TLM",2,76.5,52.5,NA,NA,NA,NA,NA,"2000"
"6598","TLM077","COEI",1900-06-09,"TLM",3,76.9,52.5,NA,NA,NA,NA,NA,"2000"
"6599","TLM077","COEI",1900-06-09,"TLM",4,75.5,52.6,NA,NA,NA,NA,NA,"2000"
"6600","TLM077","COEI",1900-06-09,"TLM",5,75.5,52.6,NA,NA,NA,NA,NA,"2000"
"6601","TLM077","COEI",1900-06-09,"TLM",6,75.3,52.6,NA,NA,NA,NA,NA,"2000"
"6602","TLM079","COEI",1900-06-09,"TLM",2,74.3,50.6,NA,NA,NA,NA,NA,"2000"
"6603","TLM079","COEI",1900-06-09,"TLM",3,70.5,51.2,NA,NA,NA,NA,NA,"2000"
"6604","TLM079","COEI",1900-06-09,"TLM",1,68.8,51.4,NA,NA,NA,NA,NA,"2000"
"6605","TLM079","COEI",1900-06-09,"TLM",4,72.3,50.1,NA,NA,NA,NA,NA,"2000"
"6606","TLM079","COEI",1900-06-09,"TLM",6,71.6,50,NA,NA,NA,NA,NA,"2000"
"6607","TLM079","COEI",1900-06-09,"TLM",5,69.6,50.5,NA,NA,NA,NA,NA,"2000"
"6608","TLM080","COEI",1900-06-10,"TLM",3,76.3,50.8,NA,NA,NA,NA,NA,"2000"
"6609","TLM080","COEI",1900-06-10,"TLM",4,77.3,51.1,NA,NA,NA,NA,NA,"2000"
"6610","TLM080","COEI",1900-06-10,"TLM",1,76.9,50.5,NA,NA,NA,NA,NA,"2000"
"6611","TLM080","COEI",1900-06-10,"TLM",6,75.4,49.6,NA,NA,NA,NA,NA,"2000"
"6612","TLM080","COEI",1900-06-10,"TLM",5,76.9,50.1,NA,NA,NA,NA,NA,"2000"
"6613","TLM080","COEI",1900-06-10,"TLM",2,75.7,51.2,NA,NA,NA,NA,NA,"2000"
"6614","TLM082","COEI",1900-06-10,"TLM",1,76.3,51.6,NA,NA,NA,NA,NA,"2000"
"6615","TLM082","COEI",1900-06-10,"TLM",2,75.3,51.8,NA,NA,NA,NA,NA,"2000"
"6616","TLM082","COEI",1900-06-10,"TLM",3,72.2,51,NA,NA,NA,NA,NA,"2000"
"6617","TLM096","COEI",1900-06-11,"TLM",4,71.9,49.2,NA,NA,NA,NA,NA,"2000"
"6618","TLM096","COEI",1900-06-11,"TLM",6,75.8,48.6,NA,NA,NA,NA,NA,"2000"
"6619","TLM096","COEI",1900-06-11,"TLM",5,76.3,49.1,NA,NA,NA,NA,NA,"2000"
"6620","TLM096","COEI",1900-06-11,"TLM",1,71.1,49.8,NA,NA,NA,NA,NA,"2000"
"6621","TLM096","COEI",1900-06-11,"TLM",3,76.7,49.4,NA,NA,NA,NA,NA,"2000"
"6622","TLM096","COEI",1900-06-11,"TLM",2,76,49.3,NA,NA,NA,NA,NA,"2000"
"6623","TLM098","COEI",1900-06-11,"TLM",1,72.6,50.1,NA,NA,NA,NA,NA,"2000"
"6624","TLM098","COEI",1900-06-11,"TLM",2,70.7,49.8,NA,NA,NA,NA,NA,"2000"
"6625","TLM098","COEI",1900-06-11,"TLM",3,68.9,48.5,NA,NA,NA,NA,NA,"2000"
"6626","TLM098","COEI",1900-06-11,"TLM",4,69,49.8,NA,NA,NA,NA,NA,"2000"
"6627","TLM098","COEI",1900-06-11,"TLM",5,70.6,50.7,NA,NA,NA,NA,NA,"2000"
"6628","TLM100","COEI",1900-06-11,"TLM",6,80,52.2,NA,NA,NA,NA,NA,"2000"
"6629","TLM100","COEI",1900-06-11,"TLM",5,77.6,52.4,NA,NA,NA,NA,NA,"2000"
"6630","TLM100","COEI",1900-06-11,"TLM",4,80.9,51.2,NA,NA,NA,NA,NA,"2000"
"6631","TLM100","COEI",1900-06-11,"TLM",3,79.2,51.7,NA,NA,NA,NA,NA,"2000"
"6632","TLM100","COEI",1900-06-11,"TLM",2,76.1,50.8,NA,NA,NA,NA,NA,"2000"
"6633","TLM100","COEI",1900-06-11,"TLM",1,82.9,49.8,NA,NA,NA,NA,NA,"2000"
"6634","TLM110","COEI",1900-06-13,"TLM",1,70.9,49.5,NA,NA,NA,NA,NA,"2000"
"6635","TLM110","COEI",1900-06-13,"TLM",2,76.4,49.9,NA,NA,NA,NA,NA,"2000"
"6636","TLM110","COEI",1900-06-13,"TLM",3,75.5,48.9,NA,NA,NA,NA,NA,"2000"
"6637","TLM110","COEI",1900-06-13,"TLM",4,72.1,50.5,NA,NA,NA,NA,NA,"2000"
"6638","TLM111","COEI",1900-06-13,"TLM",1,78.8,48.6,NA,NA,NA,NA,NA,"2000"
"6639","TLM111","COEI",1900-06-13,"TLM",2,76.3,49.9,NA,NA,NA,NA,NA,"2000"
"6640","TLM111","COEI",1900-06-13,"TLM",3,74.9,50.3,NA,NA,NA,NA,NA,"2000"
"6641","TLM111","COEI",1900-06-13,"TLM",4,75.5,50.2,NA,NA,NA,NA,NA,"2000"
"6642","TLM111","COEI",1900-06-13,"TLM",5,73.8,49.9,NA,NA,NA,NA,NA,"2000"
"6643","TLM113","COEI",1900-06-13,"TLM",2,70.2,50.6,NA,NA,NA,NA,NA,"2000"
"6644","TLM113","COEI",1900-06-13,"TLM",1,73,48.6,NA,NA,NA,NA,NA,"2000"
"6645","TLM113","COEI",1900-06-13,"TLM",3,73.9,50.7,NA,NA,NA,NA,NA,"2000"
"6646","TLM113","COEI",1900-06-13,"TLM",5,74.6,50.6,NA,NA,NA,NA,NA,"2000"
"6647","TLM113","COEI",1900-06-13,"TLM",4,70.7,50.1,NA,NA,NA,NA,NA,"2000"
"6648","TLM114","COEI",1900-06-14,"TLM",5,73.9,49.6,NA,NA,NA,NA,NA,"2000"
"6649","TLM114","COEI",1900-06-14,"TLM",4,75.9,51.4,NA,NA,NA,NA,NA,"2000"
"6650","TLM114","COEI",1900-06-14,"TLM",3,78,52.1,NA,NA,NA,NA,NA,"2000"
"6651","TLM114","COEI",1900-06-14,"TLM",2,77.2,51.9,NA,NA,NA,NA,NA,"2000"
"6652","TLM114","COEI",1900-06-14,"TLM",1,76.7,51.2,NA,NA,NA,NA,NA,"2000"
"6653","TLM115","COEI",1900-06-14,"TLM",3,75,50.5,NA,NA,NA,NA,NA,"2000"
"6654","TLM115","COEI",1900-06-14,"TLM",4,75.6,50.7,NA,NA,NA,NA,NA,"2000"
"6655","TLM115","COEI",1900-06-14,"TLM",5,75.5,51.8,NA,NA,NA,NA,NA,"2000"
"6656","TLM115","COEI",1900-06-14,"TLM",1,74.2,49,NA,NA,NA,NA,NA,"2000"
"6657","TLM115","COEI",1900-06-14,"TLM",6,77.8,50.6,NA,NA,NA,NA,NA,"2000"
"6658","TLM115","COEI",1900-06-14,"TLM",2,76.1,50.9,NA,NA,NA,NA,NA,"2000"
"6659","TLM120","COEI",1900-06-18,"TLM",3,77,47.2,NA,NA,NA,NA,NA,"2000"
"6660","TLM120","COEI",1900-06-18,"TLM",4,80.4,47.1,NA,NA,NA,NA,NA,"2000"
"6661","TLM120","COEI",1900-06-18,"TLM",1,80.5,46.6,NA,NA,NA,NA,NA,"2000"
"6662","TLM120","COEI",1900-06-18,"TLM",2,77.4,47.2,NA,NA,NA,NA,NA,"2000"
"6663","TLM121","COEI",1900-06-22,"TLM",1,75.2,48.1,NA,NA,NA,NA,NA,"2000"
"6664","TLM121","COEI",1900-06-22,"TLM",2,77.2,49.6,NA,NA,NA,NA,NA,"2000"
"6665","TLM121","COEI",1900-06-22,"TLM",3,73.4,49.4,NA,NA,NA,NA,NA,"2000"
"6666","TLM121","COEI",1900-06-22,"TLM",4,77,49.7,NA,NA,NA,NA,NA,"2000"
"6667","TLM121","COEI",1900-06-22,"TLM",5,73.4,49.6,NA,NA,NA,NA,NA,"2000"
"6668","TLM121","COEI",1900-06-22,"TLM",6,78.3,49.6,NA,NA,NA,NA,NA,"2000"
"6669","TLM122","COEI",1900-06-22,"TLM",1,77.5,49.9,NA,NA,NA,NA,NA,"2000"
"6670","TLM122","COEI",1900-06-22,"TLM",2,75.1,51,NA,NA,NA,NA,NA,"2000"
"6671","TLM122","COEI",1900-06-22,"TLM",3,75.2,50.4,NA,NA,NA,NA,NA,"2000"
"6672","TLM122","COEI",1900-06-22,"TLM",4,74.1,50.6,NA,NA,NA,NA,NA,"2000"
"6673","TLM122","COEI",1900-06-22,"TLM",5,72.2,50.2,NA,NA,NA,NA,NA,"2000"
"6674","MLS057","OLDS",1900-06-13,"MLS",NA,55.1,37.4,NA,NA,NA,NA,NA,"2000"
"6675","MLS057","OLDS",1900-06-13,"MLS",NA,54,37.1,NA,NA,NA,NA,NA,"2000"
"6676","MLS057","OLDS",1900-06-13,"MLS",NA,54,37,NA,NA,NA,NA,NA,"2000"
"6677","MLS057","OLDS",1900-06-13,"MLS",NA,54.4,37,NA,NA,NA,NA,NA,"2000"
"6678","MLS057","OLDS",1900-06-13,"MLS",NA,55,37.4,NA,NA,NA,NA,NA,"2000"
"6679","MLS057","OLDS",1900-06-13,"MLS",NA,53.8,37,NA,NA,NA,NA,NA,"2000"
"6680","MLS057","OLDS",1900-06-13,"MLS",NA,55.1,37,NA,NA,NA,NA,NA,"2000"
"6681","MLS075","OLDS",1900-06-18,"MLS",NA,50.8,35,NA,NA,NA,NA,NA,"2000"
"6682","MLS075","OLDS",1900-06-18,"MLS",NA,52.1,36.2,NA,NA,NA,NA,NA,"2000"
"6683","MLS075","OLDS",1900-06-18,"MLS",NA,51.1,37,NA,NA,NA,NA,NA,"2000"
"6684","MLS075","OLDS",1900-06-18,"MLS",NA,51.6,37.4,NA,NA,NA,NA,NA,"2000"
"6685","MLS079","OLDS",1900-06-18,"MLS",NA,52.7,39.1,NA,NA,NA,NA,NA,"2000"
"6686","MLS079","OLDS",1900-06-18,"MLS",NA,53.4,40,NA,NA,NA,NA,NA,"2000"
"6687","MLS079","OLDS",1900-06-18,"MLS",NA,53,39.5,NA,NA,NA,NA,NA,"2000"
"6688","MLS079","OLDS",1900-06-18,"MLS",NA,53.5,39.6,NA,NA,NA,NA,NA,"2000"
"6689","MLS079","OLDS",1900-06-18,"MLS",NA,53.8,39.4,NA,NA,NA,NA,NA,"2000"
"6690","MLS079","OLDS",1900-06-18,"MLS",NA,55,39.9,NA,NA,NA,NA,NA,"2000"
"6691","MLS079","OLDS",1900-06-18,"MLS",NA,53.4,39.5,NA,NA,NA,NA,NA,"2000"
"6692","MLS079","OLDS",1900-06-18,"MLS",NA,54.5,39.6,NA,NA,NA,NA,NA,"2000"
"6693","MLS081","OLDS",1900-06-18,"MLS",NA,55.3,37.6,NA,NA,NA,NA,NA,"2000"
"6694","MLS081","OLDS",1900-06-18,"MLS",NA,54.1,37.3,NA,NA,NA,NA,NA,"2000"
"6695","MLS081","OLDS",1900-06-18,"MLS",NA,53.8,38,NA,NA,NA,NA,NA,"2000"
"6696","MLS081","OLDS",1900-06-18,"MLS",NA,55,38.2,NA,NA,NA,NA,NA,"2000"
"6697","MLS081","OLDS",1900-06-18,"MLS",NA,54.9,37.4,NA,NA,NA,NA,NA,"2000"
"6698","MLS081","OLDS",1900-06-18,"MLS",NA,55.4,38.1,NA,NA,NA,NA,NA,"2000"
"6699","MLS081","OLDS",1900-06-18,"MLS",NA,54.3,38.3,NA,NA,NA,NA,NA,"2000"
"6700","MLS081","OLDS",1900-06-18,"MLS",NA,53.9,38.3,NA,NA,NA,NA,NA,"2000"
"6701","MLS085","OLDS",1900-06-24,"MLS",NA,57.7,37.8,NA,NA,NA,NA,NA,"2000"
"6702","MLS085","OLDS",1900-06-24,"MLS",NA,57.4,37.8,NA,NA,NA,NA,NA,"2000"
"6703","MLS085","OLDS",1900-06-24,"MLS",NA,55.7,38.4,NA,NA,NA,NA,NA,"2000"
"6704","MLS085","OLDS",1900-06-24,"MLS",NA,58.3,38.8,NA,NA,NA,NA,NA,"2000"
"6705","MLS085","OLDS",1900-06-24,"MLS",NA,58.1,39.2,NA,NA,NA,NA,NA,"2000"
"6706","MLS085","OLDS",1900-06-24,"MLS",NA,56.7,38.9,NA,NA,NA,NA,NA,"2000"
"6707","MLS085","OLDS",1900-06-24,"MLS",NA,56.7,39,NA,NA,NA,NA,NA,"2000"
"6708","TLM094","OLDS",1900-06-11,"TLM",NA,53.1,39.2,NA,NA,NA,NA,NA,"2000"
"6709","TLM094","OLDS",1900-06-11,"TLM",NA,51.2,38.9,NA,NA,NA,NA,NA,"2000"
"6710","TLM094","OLDS",1900-06-11,"TLM",NA,53,39.9,NA,NA,NA,NA,NA,"2000"
"6711","TLM094","OLDS",1900-06-11,"TLM",NA,54.2,39.8,NA,NA,NA,NA,NA,"2000"
"6712","TLM094","OLDS",1900-06-11,"TLM",NA,53.9,39.7,NA,NA,NA,NA,NA,"2000"
"6713","TLM094","OLDS",1900-06-11,"TLM",NA,53.8,39.6,NA,NA,NA,NA,NA,"2000"
"6714","TLM117","OLDS",1900-06-14,"TLM",NA,54.1,39.9,NA,NA,NA,NA,NA,"2000"
"6715","TLM117","OLDS",1900-06-14,"TLM",NA,55.1,39,NA,NA,NA,NA,NA,"2000"
"6716","TLM117","OLDS",1900-06-14,"TLM",NA,56.1,39.2,NA,NA,NA,NA,NA,"2000"
"6717","TLM117","OLDS",1900-06-14,"TLM",NA,54.8,38.4,NA,NA,NA,NA,NA,"2000"
"6718","TLM117","OLDS",1900-06-14,"TLM",NA,55.2,39.4,NA,NA,NA,NA,NA,"2000"
"6719","TLM117","OLDS",1900-06-14,"TLM",NA,54.3,38.7,NA,NA,NA,NA,NA,"2000"
"6720","TLM117","OLDS",1900-06-14,"TLM",NA,54.9,38.9,NA,NA,NA,NA,NA,"2000"
"6721","BG035","PALO",1900-06-05,"BG",NA,82.5,48,NA,NA,NA,NA,NA,"2000"
