"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"12790","LJV012","SPEI",2004-05-20,"LJV",5,76.3,47.6,NA,NA,NA,NA,NA,"2004"
"12791","LJV013","COEI",2004-05-20,"LJV",1,70.5,49.8,NA,NA,NA,NA,NA,"2004"
"12792","LJV013","COEI",2004-05-20,"LJV",2,71.3,52.1,NA,NA,NA,NA,NA,"2004"
"12793","LJV013","COEI",2004-05-20,"LJV",3,71.6,52.3,NA,NA,NA,NA,NA,"2004"
"12794","LJV013","COEI",2004-05-20,"LJV",4,72.1,51.6,NA,NA,NA,NA,NA,"2004"
"12795","LJV013","COEI",2004-05-20,"LJV",5,76.9,53.9,NA,NA,NA,NA,NA,"2004"
"12796","LJV013","COEI",2004-05-20,"LJV",6,79.1,52.5,NA,NA,NA,NA,NA,"2004"
"12797","LJV013","COEI",2004-05-20,"LJV",7,79.5,51.2,NA,NA,NA,NA,NA,"2004"
"12798","LJV013","COEI",2004-05-20,"LJV",8,81.1,51.6,NA,NA,NA,NA,NA,"2004"
"12799","LJV012","SPEI",2004-05-20,"LJV",6,75.5,47.2,NA,0,0,0,NA,"2004"
"12800","LJV046","COEI",2004-05-20,"LJV",1,74.5,49.3,NA,NA,NA,NA,NA,"2004"
"12801","LJV046","COEI",2004-05-20,"LJV",2,74.5,48.9,NA,NA,NA,NA,NA,"2004"
"12802","LJV046","COEI",2004-05-20,"LJV",3,68.7,48.1,NA,NA,NA,NA,NA,"2004"
"12803","LJV046","COEI",2004-05-20,"LJV",4,72.9,49.2,NA,NA,NA,NA,NA,"2004"
"12804","LJV046","COEI",2004-05-20,"LJV",5,73.1,49.2,NA,NA,NA,NA,NA,"2004"
"12805","HMW025","COEI",2004-05-20,"HMW",1,73.2,50.4,NA,NA,NA,NA,NA,"2004"
"12806","HMW026","COEI",2004-05-20,"HMW",1,78.8,53.7,NA,NA,NA,NA,NA,"2004"
"12807","HMW026","COEI",2004-05-20,"HMW",2,59.3,53,NA,NA,NA,NA,NA,"2004"
"12808","HMW026","COEI",2004-05-20,"HMW",3,74,52.3,NA,NA,NA,NA,NA,"2004"
"12809","HMW026","COEI",2004-05-20,"HMW",5,78,51.5,NA,NA,NA,NA,NA,"2004"
"12810","HMW026","COEI",2004-05-20,"HMW",5,78.6,52.7,NA,NA,NA,NA,NA,"2004"
"12811","HMW025","COEI",2004-05-20,"HMW",2,74.4,51.9,NA,0,0,0,NA,"2004"
"12812","HMW032","COEI",2004-05-21,"HMW",1,75.2,46.5,NA,NA,NA,NA,NA,"2004"
"12813","HMW032","COEI",2004-05-21,"HMW",2,73.3,46.2,NA,NA,NA,NA,NA,"2004"
"12814","HMW032","COEI",2004-05-21,"HMW",3,70.1,46.8,NA,NA,NA,NA,NA,"2004"
"12815","HMW032","COEI",2004-05-21,"HMW",4,70,47,NA,NA,NA,NA,NA,"2004"
"12816","HMW032","COEI",2004-05-21,"HMW",5,71.6,46.3,NA,NA,NA,NA,NA,"2004"
"12817","HMW034","COEI",2004-05-21,"HMW",1,75.6,51.7,NA,NA,NA,NA,NA,"2004"
"12818","HMW034","COEI",2004-05-21,"HMW",2,76.5,51.2,NA,NA,NA,NA,NA,"2004"
"12819","HMW034","COEI",2004-05-21,"HMW",3,70.8,51.5,NA,NA,NA,NA,NA,"2004"
"12820","HMW034","COEI",2004-05-21,"HMW",4,74,52,NA,NA,NA,NA,NA,"2004"
"12821","HMW029","SPEI",2004-05-21,"HMW",1,67.5,45.9,NA,NA,NA,NA,NA,"2004"
"12822","HMW029","SPEI",2004-05-21,"HMW",2,68.7,46.1,NA,NA,NA,NA,NA,"2004"
"12823","HMW029","SPEI",2004-05-21,"HMW",3,68.1,45.4,NA,NA,NA,NA,NA,"2004"
"12824","HMW029","SPEI",2004-05-21,"HMW",4,67.6,47.4,NA,NA,NA,NA,NA,"2004"
"12825","HMW029","SPEI",2004-05-21,"HMW",5,67.3,46.7,NA,NA,NA,NA,NA,"2004"
"12826","HMW030","COEI",2004-05-21,"HMW",1,75.6,59.6,NA,NA,NA,NA,NA,"2004"
"12827","HMW030","COEI",2004-05-21,"HMW",2,76.4,59,NA,NA,NA,NA,NA,"2004"
"12828","HMW031","COEI",2004-05-21,"HMW",1,76.6,56,NA,NA,NA,NA,NA,"2004"
"12829","HMW031","COEI",2004-05-21,"HMW",2,77.8,50.5,NA,NA,NA,NA,NA,"2004"
"12830","HMW031","COEI",2004-05-21,"HMW",3,77.6,50.1,NA,NA,NA,NA,NA,"2004"
"12831","HMW031","COEI",2004-05-21,"HMW",4,73.4,48.3,NA,NA,NA,NA,NA,"2004"
"12832","HMW031","COEI",2004-05-21,"HMW",5,78.4,48.3,NA,NA,NA,NA,NA,"2004"
"12833","HMW031","COEI",2004-05-21,"HMW",6,75.8,59,NA,NA,NA,NA,NA,"2004"
"12834","LJV015","SPEI",2004-05-21,"LJV",1,67.8,45.9,NA,NA,NA,NA,NA,"2004"
"12835","LJV015","SPEI",2004-05-21,"LJV",2,68,45.5,NA,NA,NA,NA,NA,"2004"
"12836","LJV015","SPEI",2004-05-21,"LJV",3,65.6,45.4,NA,NA,NA,NA,NA,"2004"
"12837","LJV015","SPEI",2004-05-21,"LJV",4,69.9,44.7,NA,NA,NA,NA,NA,"2004"
"12838","LJV016","COEI",2004-05-21,"LJV",1,74.5,51.1,NA,NA,NA,NA,NA,"2004"
"12839","LJV016","COEI",2004-05-21,"LJV",2,78,50.5,NA,NA,NA,NA,NA,"2004"
"12840","LJV016","COEI",2004-05-21,"LJV",3,76.5,50.5,NA,NA,NA,NA,NA,"2004"
"12841","LJV016","COEI",2004-05-21,"LJV",4,74.6,50.8,NA,NA,NA,NA,NA,"2004"
"12842","LJV016","COEI",2004-05-21,"LJV",5,77.3,52,NA,NA,NA,NA,NA,"2004"
"12843","LJV017","COEI",2004-05-21,"LJV",1,81.3,50.8,NA,NA,NA,NA,NA,"2004"
"12844","LJV017","COEI",2004-05-21,"LJV",2,80.2,50.8,NA,NA,NA,NA,NA,"2004"
"12845","LJV017","COEI",2004-05-21,"LJV",3,75.3,49.8,NA,NA,NA,NA,NA,"2004"
"12846","LJV017","COEI",2004-05-21,"LJV",4,72.2,48.6,NA,NA,NA,NA,NA,"2004"
"12847","HMW036","SPEI",2004-05-22,"HMW",1,61.5,42.3,NA,NA,NA,NA,NA,"2004"
"12848","HMW036","SPEI",2004-05-22,"HMW",2,63.9,44.6,NA,NA,NA,NA,NA,"2004"
"12849","HMW036","SPEI",2004-05-22,"HMW",3,61.9,43.8,NA,NA,NA,NA,NA,"2004"
"12850","LJV018","SPEI",2004-05-22,"LJV",1,68.1,44.5,NA,NA,NA,NA,NA,"2004"
"12851","LJV018","SPEI",2004-05-22,"LJV",2,66.6,45.5,NA,NA,NA,NA,NA,"2004"
"12852","LJV018","SPEI",2004-05-22,"LJV",3,66.7,45.1,NA,NA,NA,NA,NA,"2004"
"12853","LJV018","SPEI",2004-05-22,"LJV",4,66.3,45.7,NA,NA,NA,NA,NA,"2004"
"12854","LJV018","SPEI",2004-05-22,"LJV",5,66.1,44.9,NA,NA,NA,NA,NA,"2004"
"12855","LJV018","SPEI",2004-05-22,"LJV",6,68.1,45.6,NA,NA,NA,NA,NA,"2004"
"12856","LJV019","OLDS",2004-05-22,"LJV",1,56.1,39.2,NA,NA,NA,NA,NA,"2004"
"12857","LJV019","OLDS",2004-05-22,"LJV",2,55,38.6,NA,NA,NA,NA,NA,"2004"
"12858","LJV019","OLDS",2004-05-22,"LJV",3,57.7,38.3,NA,NA,NA,NA,NA,"2004"
"12859","LJV019","OLDS",2004-05-22,"LJV",4,56.1,38.4,NA,NA,NA,NA,NA,"2004"
"12860","LJV019","OLDS",2004-05-22,"LJV",5,56.5,38.2,NA,NA,NA,NA,NA,"2004"
"12861","LJV019","OLDS",2004-05-22,"LJV",6,56.5,38,NA,NA,NA,NA,NA,"2004"
"12862","LJV019","OLDS",2004-05-22,"LJV",7,58.1,38.6,NA,NA,NA,NA,NA,"2004"
"12863","LJV019","OLDS",2004-05-22,"LJV",8,56.3,38.9,NA,NA,NA,NA,NA,"2004"
"12864","LJV019","OLDS",2004-05-22,"LJV",9,56.7,39.1,NA,NA,NA,NA,NA,"2004"
"12865","LJV020","SPEI",2004-05-22,"LJV",1,67.1,46.1,NA,NA,NA,NA,NA,"2004"
"12866","LJV020","SPEI",2004-05-22,"LJV",2,69.5,46.2,NA,NA,NA,NA,NA,"2004"
"12867","LJV020","SPEI",2004-05-22,"LJV",3,64,47.5,NA,NA,NA,NA,NA,"2004"
"12868","LJV020","SPEI",2004-05-22,"LJV",4,66.6,46.8,NA,NA,NA,NA,NA,"2004"
"12869","LJV020","SPEI",2004-05-22,"LJV",5,68.5,46.1,NA,NA,NA,NA,NA,"2004"
"12870","LJV020","SPEI",2004-05-22,"LJV",6,67,46.7,NA,NA,NA,NA,NA,"2004"
"12871","LJV021","COEI",2004-05-22,"LJV",1,79.2,50.3,NA,NA,NA,NA,NA,"2004"
"12872","LJV021","COEI",2004-05-22,"LJV",2,78.5,50.3,NA,NA,NA,NA,NA,"2004"
"12873","LJV021","COEI",2004-05-22,"LJV",3,78.5,50.8,NA,NA,NA,NA,NA,"2004"
"12874","LJV021","COEI",2004-05-22,"LJV",4,74.5,51.6,NA,NA,NA,NA,NA,"2004"
"12875","LJV021","COEI",2004-05-22,"LJV",5,78.2,51.7,NA,NA,NA,NA,NA,"2004"
"12876","LJV024","COEI",2004-05-23,"LJV",1,76.4,49.6,NA,NA,NA,NA,NA,"2004"
"12877","LJV024","COEI",2004-05-23,"LJV",2,77.3,40,NA,NA,NA,NA,NA,"2004"
"12878","LJV024","COEI",2004-05-23,"LJV",3,76.7,49.2,NA,NA,NA,NA,NA,"2004"
"12879","HMW040","COEI",2004-05-23,"HMW",1,73.1,48.5,NA,NA,NA,NA,NA,"2004"
"12880","HMW040","COEI",2004-05-23,"HMW",2,73.5,49.5,NA,NA,NA,NA,NA,"2004"
"12881","HMW040","COEI",2004-05-23,"HMW",3,73.7,49,NA,NA,NA,NA,NA,"2004"
"12882","HMW040","COEI",2004-05-23,"HMW",4,74.1,49.3,NA,NA,NA,NA,NA,"2004"
"12883","HMW040","COEI",2004-05-23,"HMW",5,68.9,49.5,NA,NA,NA,NA,NA,"2004"
"12884","HMW037","SPEI",2004-05-23,"HMW",1,68.7,45.2,NA,NA,NA,NA,NA,"2004"
"12885","HMW037","SPEI",2004-05-23,"HMW",2,68.4,45.4,NA,NA,NA,NA,NA,"2004"
"12886","HMW037","SPEI",2004-05-23,"HMW",3,67.1,44.8,NA,NA,NA,NA,NA,"2004"
"12887","HMW037","SPEI",2004-05-23,"HMW",4,69.3,45.1,NA,NA,NA,NA,NA,"2004"
"12888","HMW039","SPEI",2004-05-23,NA,1,708,460,NA,NA,NA,NA,NA,"2004"
"12889","LJV023","SPEI",NA,NA,3,688,464,NA,NA,NA,NA,NA,"2004"
"12890","LJV023","SPEI",2004-05-23,NA,2,693,460,NA,NA,NA,NA,NA,"2004"
"12891","LJV023","SPEI",2004-05-23,NA,1,698,459,NA,NA,NA,NA,NA,"2004"
"12892","LJV022","SPEI",2004-05-23,NA,5,NA,NA,NA,NA,NA,NA,NA,"2004"
"12893","LJV022","SPEI",2004-05-23,NA,5,665,476,NA,NA,NA,NA,NA,"2004"
"12894","LJV022","SPEI",2004-05-23,NA,4,665,477,NA,NA,NA,NA,NA,"2004"
"12895","LJV022","SPEI",2004-05-23,NA,3,655,473,NA,NA,NA,NA,NA,"2004"
"12896","LJV022","SPEI",2004-05-23,NA,2,670,461,NA,NA,NA,NA,NA,"2004"
"12897","LJV022","SPEI",2004-05-23,NA,1,661,468,NA,NA,NA,NA,NA,"2004"
"12898","LJV022","SPEI",2004-05-23,NA,2,67,461,NA,NA,NA,NA,NA,"2004"
"12899","LJVO15","SPEI",2004-05-21,NA,1,678,459,NA,NA,NA,NA,NA,"2004"
"12900","LJV012","COEI",2004-05-23,NA,6,755,472,NA,NA,NA,NA,NA,"2004"
"12901","LJV012","COEI",2004-05-23,NA,5,763,476,NA,NA,NA,NA,NA,"2004"
"12902","HMW037","SPEI",2004-05-23,NA,4,693,451,NA,NA,NA,NA,NA,"2004"
"12903","LJV012","COEI",2004-05-23,NA,4,0,479,NA,NA,NA,NA,NA,"2004"
"12904","LJV012","COEI",2004-05-23,NA,3,755,482,NA,NA,NA,NA,NA,"2004"
"12905","LJV012","COEI",2004-05-23,NA,2,747,488,NA,NA,NA,NA,NA,"2004"
"12906","HMW037","SPEI",2004-05-23,NA,3,671,448,NA,NA,NA,NA,NA,"2004"
"12907","LJV012","COEI",2004-05-23,NA,1,765,471,NA,NA,NA,NA,NA,"2004"
"12908","HMW038","COEI",2004-05-23,NA,6,687,488,NA,NA,NA,NA,NA,"2004"
"12909","HMW038","COEI",2004-05-23,NA,5,700,493,NA,NA,NA,NA,NA,"2004"
"12910","HMW038","COEI",2004-05-23,NA,4,665,489,NA,NA,NA,NA,NA,"2004"
"12911","HMW038","COEI",2004-05-23,NA,3,710,488,NA,NA,NA,NA,NA,"2004"
"12912","HMW037","SPEI",2004-05-23,NA,2,684,454,NA,NA,NA,NA,NA,"2004"
"12913","HMW038","COEI",2004-05-23,NA,2,701,488,NA,NA,NA,NA,NA,"2004"
"12914","HMW038","COEI",2004-05-23,NA,1,701,485,NA,NA,NA,NA,NA,"2004"
"12915","HMW037","SPEI",2004-05-23,NA,1,687,452,NA,NA,NA,NA,NA,"2004"
"12916","HMW039","COEI",2004-05-23,NA,1,603,438,NA,NA,NA,NA,NA,"2004"
"12917","HMW039","COEI",2004-05-23,NA,6,646,454,NA,NA,NA,NA,NA,"2004"
"12918","HMW039","COEI",2004-05-23,NA,5,627,442,NA,NA,NA,NA,NA,"2004"
"12919","HMW039","COEI",2004-05-23,NA,4,653,444,NA,NA,NA,NA,NA,"2004"
"12920","LJVO15","SPEI",2004-05-23,NA,4,699,447,NA,NA,NA,NA,NA,"2004"
"12921","HMW039","COEI",2004-05-23,NA,3,623,445,NA,NA,NA,NA,NA,"2004"
"12922","LJVO15","SPEI",2004-05-23,NA,3,656,454,NA,NA,NA,NA,NA,"2004"
"12923","HMW039","COEI",2004-05-23,NA,2,651,454,NA,NA,NA,NA,NA,"2004"
"12924","LJV021","COEI",2004-05-26,"LJV",6,74,52.2,NA,NA,NA,NA,NA,"2004"
"12925","LJV025","COEI",2004-05-26,"LJV",1,73.1,47.8,NA,NA,NA,NA,NA,"2004"
"12926","LJV026","SPEI",2004-05-26,"LJV",1,65.8,44.4,NA,NA,NA,NA,NA,"2004"
"12927","LJV026","SPEI",2004-05-26,"LJV",2,69.1,45,NA,NA,NA,NA,NA,"2004"
"12928","LJV026","SPEI",2004-05-26,"LJV",3,68.8,45.2,NA,NA,NA,NA,NA,"2004"
"12929","LJV026","SPEI",2004-05-26,"LJV",4,67.7,46.5,NA,NA,NA,NA,NA,"2004"
"12930","LJV026","SPEI",2004-05-26,"LJV",5,67.7,45.4,NA,NA,NA,NA,NA,"2004"
"12931","LJV026","SPEI",2004-05-26,"LJV",6,64.6,44.3,NA,NA,NA,NA,NA,"2004"
"12932","LJV027","COEI",2004-05-26,"LJV",1,75.9,48.7,NA,NA,NA,NA,NA,"2004"
"12933","LJV027","COEI",2004-05-26,"LJV",2,75.2,49.5,NA,NA,NA,NA,NA,"2004"
"12934","LJV027","COEI",2004-05-26,"LJV",3,75.6,49.5,NA,NA,NA,NA,NA,"2004"
"12935","LJV027","COEI",2004-05-26,"LJV",4,74.8,48.5,NA,NA,NA,NA,NA,"2004"
"12936","LJV027","COEI",2004-05-26,"LJV",5,70.7,48.8,NA,NA,NA,NA,NA,"2004"
"12937","LJV027","COEI",2004-05-26,"LJV",6,68.3,48.3,NA,NA,NA,NA,NA,"2004"
"12938","BNS002","SPEI",2004-05-26,"BNS",1,69.1,46.1,NA,NA,NA,NA,NA,"2004"
"12939","BNS002","SPEI",2004-05-26,"BNS",2,63.2,43.8,NA,NA,NA,NA,NA,"2004"
"12940","BNS002","SPEI",2004-05-26,"BNS",3,68,45.1,NA,NA,NA,NA,NA,"2004"
"12941","BNS002","SPEI",2004-05-26,"BNS",4,66.7,44.7,NA,NA,NA,NA,NA,"2004"
"12942","BNS002","SPEI",2004-05-26,"BNS",5,67.9,46.8,NA,NA,NA,NA,NA,"2004"
"12943","BNS002","SPEI",2004-05-26,"BNS",6,67,45,NA,NA,NA,NA,NA,"2004"
"12944","BNS003","COEI",2004-05-26,"BNS",1,75.4,50.1,NA,NA,NA,NA,NA,"2004"
"12945","BNS003","COEI",2004-05-26,"BNS",2,78.9,47.5,NA,NA,NA,NA,NA,"2004"
"12946","BNS003","COEI",2004-05-26,"BNS",3,78,49.2,NA,NA,NA,NA,NA,"2004"
"12947","BNS003","COEI",2004-05-26,"BNS",4,73.2,50.4,NA,NA,NA,NA,NA,"2004"
"12948","BNS003","COEI",2004-05-26,"BNS",5,72.3,49.3,NA,NA,NA,NA,NA,"2004"
"12949","BNS003","COEI",2004-05-26,"BNS",6,77.7,49.5,NA,NA,NA,NA,NA,"2004"
"12950","BNS004","COEI",2004-05-26,"BNS",1,72.2,49,NA,NA,NA,NA,NA,"2004"
"12951","BNS004","COEI",2004-05-26,"BNS",2,70.2,49.3,NA,NA,NA,NA,NA,"2004"
"12952","BNS004","COEI",2004-05-26,"BNS",3,71.4,48.3,NA,NA,NA,NA,NA,"2004"
"12953","BNS004","COEI",2004-05-26,"BNS",4,69.2,48.5,NA,NA,NA,NA,NA,"2004"
"12954","BNS004","COEI",2004-05-26,"BNS",5,69.8,47.5,NA,NA,NA,NA,NA,"2004"
"12955","BNS004","COEI",2004-05-26,"BNS",6,74.3,48.9,NA,NA,NA,NA,NA,"2004"
"12956","BNS004","COEI",2004-05-26,"BNS",7,73.6,49.5,NA,NA,NA,NA,NA,"2004"
"12957","BNS005","SPEI",2004-05-26,"BNS",1,67.6,45.7,NA,NA,NA,NA,NA,"2004"
"12958","BNS005","SPEI",2004-05-26,"BNS",2,68.6,45.4,NA,NA,NA,NA,NA,"2004"
"12959","BNS005","SPEI",2004-05-26,"BNS",3,67.1,45.5,NA,NA,NA,NA,NA,"2004"
"12960","BNS005","SPEI",2004-05-26,"BNS",4,65.5,44.9,NA,NA,NA,NA,NA,"2004"
"12961","BNS005","SPEI",2004-05-26,"BNS",5,66.7,46.1,NA,NA,NA,NA,NA,"2004"
"12962","BNS005","SPEI",2004-05-26,"BNS",6,66.6,45.1,NA,NA,NA,NA,NA,"2004"
"12963","BNS006","RTLO",2004-05-26,"BNS",1,75,47.4,NA,NA,NA,NA,NA,"2004"
"12964","BNS006","RTLO",2004-05-26,"BNS",2,77.8,47.6,NA,NA,NA,NA,NA,"2004"
"12965","BNS007","COEI",2004-05-26,"BNS",1,72.3,51.9,NA,NA,NA,NA,NA,"2004"
"12966","BNS007","COEI",2004-05-26,"BNS",2,79.3,49.4,NA,NA,NA,NA,NA,"2004"
"12967","BNS007","COEI",2004-05-26,"BNS",3,81.9,51.5,NA,NA,NA,NA,NA,"2004"
"12968","BNS007","COEI",2004-05-26,"BNS",4,76.1,52.9,NA,NA,NA,NA,NA,"2004"
"12969","BNS007","COEI",2004-05-26,"BNS",5,75.9,52.7,NA,NA,NA,NA,NA,"2004"
"12970","BNS007","COEI",2004-05-26,"BNS",6,80.3,51.1,NA,NA,NA,NA,NA,"2004"
"12971","BNS008","COEI",2004-05-26,"BNS",1,70,47.1,NA,NA,NA,NA,NA,"2004"
"12972","BNS008","COEI",2004-05-26,"BNS",2,68.2,45.8,NA,NA,NA,NA,NA,"2004"
"12973","BNS008","COEI",2004-05-26,"BNS",3,71.2,47.3,NA,NA,NA,NA,NA,"2004"
"12974","BNS008","COEI",2004-05-26,"BNS",4,69.3,46.8,NA,NA,NA,NA,NA,"2004"
"12975","BNS008","COEI",2004-05-26,"BNS",5,69.1,46.5,NA,NA,NA,NA,NA,"2004"
"12976","BNS008","COEI",2004-05-26,"BNS",6,68.7,45.7,NA,NA,NA,NA,NA,"2004"
"12977","BNS009","RTLO",2004-05-26,"BNS",1,78.1,45.9,NA,NA,NA,NA,NA,"2004"
"12978","BNS009","RTLO",2004-05-26,"BNS",2,76.8,44.3,NA,NA,NA,NA,NA,"2004"
"12979","BNS010","COEI",2004-05-26,"BNS",1,71.3,46.7,NA,NA,NA,NA,NA,"2004"
"12980","BNS010","COEI",2004-05-26,"BNS",3,72.2,48.7,NA,NA,NA,NA,NA,"2004"
"12981","BNS010","COEI",2004-05-26,"BNS",2,72.1,49.3,NA,NA,NA,NA,NA,"2004"
"12982","BNS009","RTLO",2004-05-26,"BNS",0,0,0,NA,NA,NA,NA,NA,"2004"
"12983","BNS009","RTLO",2004-05-26,"BNS",0,0,0,NA,NA,NA,NA,NA,"2004"
"12984","HMW036","SPEI",2004-05-26,"LJV",4,66,45.4,NA,NA,NA,NA,NA,"2004"
"12985","HMW036","SPEI",2004-05-26,"LJV",5,65.6,45.7,NA,NA,NA,NA,NA,"2004"
"12986","HMW036","SPEI",2004-05-26,"LJV",6,65,44.5,NA,NA,NA,NA,NA,"2004"
"12987","LJV028","SPEI",2004-05-26,"LJV",1,68.9,45.4,NA,NA,NA,NA,NA,"2004"
"12988","LJV028","SPEI",2004-05-26,"LJV",2,67,46.3,NA,NA,NA,NA,NA,"2004"
"12989","LJV028","SPEI",2004-05-26,"LJV",3,68.9,45.5,NA,NA,NA,NA,NA,"2004"
"12990","LJV028","SPEI",2004-05-26,"LJV",4,67.1,45.2,NA,NA,NA,NA,NA,"2004"
"12991","LJV028","SPEI",2004-05-26,"LJV",5,65.5,44.7,NA,NA,NA,NA,NA,"2004"
"12992","LJV029","COEI",2004-05-26,"LJV",1,76,51.7,NA,NA,NA,NA,NA,"2004"
"12993","LJV029","COEI",2004-05-26,"LJV",2,75.9,50.7,NA,NA,NA,NA,NA,"2004"
"12994","LJV029","COEI",2004-05-26,"LJV",3,77.9,52.3,NA,NA,NA,NA,NA,"2004"
"12995","LJV029","COEI",2004-05-26,"LJV",4,74.5,51.4,NA,NA,NA,NA,NA,"2004"
"12996","LJV029","COEI",2004-05-26,"LJV",5,77.1,51.5,NA,NA,NA,NA,NA,"2004"
"12997","LJV029","COEI",2004-05-26,"LJV",6,72.8,52.2,NA,NA,NA,NA,NA,"2004"
"12998","LJV030","COEI",2004-05-26,"LJV",1,81.2,49.4,NA,NA,NA,NA,NA,"2004"
"12999","LJV030","COEI",2004-05-26,"LJV",2,78.7,48.9,NA,NA,NA,NA,NA,"2004"
"13000","LJV030","COEI",2004-05-26,"LJV",3,77.6,49.7,NA,NA,NA,NA,NA,"2004"
"13001","LJV030","COEI",2004-05-26,"LJV",4,79.2,51.7,NA,NA,NA,NA,NA,"2004"
"13002","LJV030","COEI",2004-05-26,"LJV",5,77.4,49.4,NA,NA,NA,NA,NA,"2004"
"13003","LJV030","COEI",2004-05-26,"LJV",6,77.5,49.5,NA,NA,NA,NA,NA,"2004"
"13004","LJV031","SPEI",2004-05-26,"LJV",1,71,46.7,NA,NA,NA,NA,NA,"2004"
"13005","LJV031","SPEI",2004-05-26,"LJV",2,70.5,46.6,NA,NA,NA,NA,NA,"2004"
"13006","LJV031","SPEI",2004-05-26,"LJV",3,69.6,47.1,NA,NA,NA,NA,NA,"2004"
"13007","LJV031","SPEI",2004-05-26,"LJV",4,69.8,46.6,NA,NA,NA,NA,NA,"2004"
"13008","LJV031","SPEI",2004-05-26,"LJV",5,71.7,46,NA,NA,NA,NA,NA,"2004"
"13009","LJV032","SPEI",2004-05-26,"LJV",1,70.3,45.2,NA,NA,NA,NA,NA,"2004"
"13010","LJV032","SPEI",2004-05-26,"LJV",2,66.3,46.5,NA,NA,NA,NA,NA,"2004"
"13011","LJV032","SPEI",2004-05-26,"LJV",3,68.9,46.8,NA,NA,NA,NA,NA,"2004"
"13012","LJV032","SPEI",2004-05-26,"LJV",4,69,46,NA,NA,NA,NA,NA,"2004"
"13013","LJV032","SPEI",2004-05-26,"LJV",5,69.7,45.9,NA,NA,NA,NA,NA,"2004"
"13014","HMW022","COEI",2004-05-27,"HMW",3,74.4,50.2,NA,NA,NA,NA,NA,"2004"
"13015","HMW022","COEI",2004-05-27,"HMW",4,73.2,50.1,NA,NA,NA,NA,NA,"2004"
"13016","HMW023","COEI",2004-05-27,"HMW",4,75.2,49.7,NA,NA,NA,NA,NA,"2004"
"13017","HMW043","COEI",2004-05-27,NA,1,676,452,NA,NA,NA,NA,NA,"2004"
"13018","LJV023","SPEI",2004-05-23,NA,3,688,464,NA,NA,NA,NA,NA,"2004"
"13019","LJV023","SPEI",2004-05-23,NA,2,693,460,NA,NA,NA,NA,NA,"2004"
"13020","LJV023","SPEI",2004-05-23,NA,1,698,459,NA,NA,NA,NA,NA,"2004"
"13021","LJV022","SPEI",2004-05-23,NA,5,NA,NA,NA,NA,NA,NA,NA,"2004"
"13022","LJV022","SPEI",2004-05-23,NA,5,665,476,NA,NA,NA,NA,NA,"2004"
"13023","LJV022","SPEI",2004-05-23,NA,4,665,477,NA,NA,NA,NA,NA,"2004"
"13024","LJV022","SPEI",2004-05-23,NA,3,655,473,NA,NA,NA,NA,NA,"2004"
"13025","LJV022","SPEI",2004-05-23,NA,2,670,461,NA,NA,NA,NA,NA,"2004"
"13026","LJV022","SPEI",2004-05-23,NA,1,661,468,NA,NA,NA,NA,NA,"2004"
"13027","LJV022","SPEI",2004-05-23,NA,2,680,455,NA,NA,NA,NA,NA,"2004"
"13028","HMW040","SPEI",2004-05-27,NA,3,688,465,NA,NA,NA,NA,NA,"2004"
"13029","HMW040","SPEI",2004-05-27,NA,2,714,461,NA,NA,NA,NA,NA,"2004"
"13030","LJVO15","SPEI",2004-05-21,NA,1,678,459,NA,NA,NA,NA,NA,"2004"
"13031","LJV012","COEI",2004-05-23,NA,6,755,472,NA,NA,NA,NA,NA,"2004"
"13032","LJV012","COEI",2004-05-23,NA,5,763,476,NA,NA,NA,NA,NA,"2004"
"13033","HMW037","SPEI",2004-05-23,NA,4,693,451,NA,NA,NA,NA,NA,"2004"
"13034","LJV012","COEI",2004-05-23,NA,4,0,479,NA,NA,NA,NA,NA,"2004"
"13035","LJV012","COEI",2004-05-23,NA,3,755,482,NA,NA,NA,NA,NA,"2004"
"13036","LJV012","COEI",2004-05-23,NA,2,747,488,NA,NA,NA,NA,NA,"2004"
"13037","HMW041","COEI",2004-05-27,NA,3,NA,NA,NA,NA,NA,NA,NA,"2004"
"13038","HMW041","COEI",2004-05-27,NA,3,735,494,NA,NA,NA,NA,NA,"2004"
"13039","HMW037","SPEI",2004-05-23,NA,3,671,448,NA,NA,NA,NA,NA,"2004"
"13040","HMW040","SPEI",2004-05-27,NA,4,682,469,NA,NA,NA,NA,NA,"2004"
"13041","HMW040","SPEI",2004-05-27,NA,5,641,474,NA,NA,NA,NA,NA,"2004"
"13042","LJV012","COEI",2004-05-23,NA,1,765,471,NA,NA,NA,NA,NA,"2004"
"13043","HMW038","COEI",2004-05-23,NA,6,687,488,NA,NA,NA,NA,NA,"2004"
"13044","HMW038","COEI",2004-05-23,NA,5,700,493,NA,NA,NA,NA,NA,"2004"
"13045","HMW038","COEI",2004-05-23,NA,4,665,489,NA,NA,NA,NA,NA,"2004"
"13046","HMW041","COEI",2004-05-27,NA,2,785,500,NA,NA,NA,NA,NA,"2004"
"13047","HMW038","COEI",2004-05-23,NA,3,710,488,NA,NA,NA,NA,NA,"2004"
"13048","HMW041","COEI",2004-05-27,NA,1,788,489,NA,NA,NA,NA,NA,"2004"
"13049","HMW023","SPEI",2004-05-27,NA,1,NA,NA,NA,NA,NA,NA,NA,"2004"
